video_id,segment_id,start_frame,end_frame,start_time_ms,end_time_ms,start_time_sec,end_time_sec,duration_sec,label,word_count,mean_word_prob,is_silence,transcript
LectureMath_00000_001_006,0,0,35,0.00,1201.20,0.000,1.201,1.201,explain,0,,1,[silence]
LectureMath_00000_001_006,1,36,849,1201.20,28361.70,1.201,28.362,27.160,write,19,0.858,0,"So, today we are going to have our sixth lecture. The main topic for today would be linear independence."
LectureMath_00000_001_006,2,850,863,28361.70,28828.83,28.362,28.829,0.467,explain,0,,1,[silence]
LectureMath_00000_001_006,3,864,946,28828.83,31598.26,28.829,31.598,2.769,out,8,0.94,0,"So, linear independence of a set of vectors."
LectureMath_00000_001_006,4,947,1100,31598.26,36736.74,31.598,36.737,5.138,explain,15,0.939,0,"Now, let me quickly recall the stuff that we had seen, so that we would"
LectureMath_00000_001_006,5,1101,1614,36736.74,53887.22,36.737,53.887,17.150,write,34,0.919,0,"have a better shot at relating two things. So, our basic idea was to solve a system of equations. So, when we say a system of equation, it is basically like a matrix A,"
LectureMath_00000_001_006,6,1615,1813,53887.22,60527.19,53.887,60.527,6.640,explain,20,0.897,0,"a vector B and we want to find the vector x, which can help us as a solution for this."
LectureMath_00000_001_006,7,1814,1946,60527.19,64964.96,60.527,64.965,4.438,write,11,0.986,0,"So, what we did was, we basically went for the augmented"
LectureMath_00000_001_006,8,1947,2096,64964.96,69969.97,64.965,69.970,5.005,explain,6,0.96,0,matrix and we talked about things
LectureMath_00000_001_006,9,2097,2681,69969.97,89489.49,69.970,89.489,19.520,write,23,0.865,0,"like the rank of the matrix, the pivots, the row form, free variables. So, these were like various notions that we had used"
LectureMath_00000_001_006,10,2682,2758,89489.49,92058.73,89.489,92.059,2.569,explain,7,0.968,0,in order to understand or talk about
LectureMath_00000_001_006,11,2759,2814,92058.73,93927.26,92.059,93.927,1.869,out,4,0.99,0,the solutions of this
LectureMath_00000_001_006,12,2815,2910,93927.26,97130.46,93.927,97.130,3.203,explain,5,0.994,0,"particular system of equations. So,"
LectureMath_00000_001_006,13,2911,3899,97130.46,130130.13,97.130,130.130,33.000,write,38,0.951,0,"once we did all of these things, then we went on to something we called as the linear span of a set of vectors. Somehow, we were able to tie this thing up with solving a system of,"
LectureMath_00000_001_006,14,3900,3981,130130.13,132866.20,130.130,132.866,2.736,explain,2,0.972,0,the idea
LectureMath_00000_001_006,15,3982,4439,132866.20,148148.15,132.866,148.148,15.282,out,38,0.943,0,is we had this geometrical concept of a linear span of vectors and we related it to an algebraic way of understanding that geometric concept. Same idea goes with the linear independence of set of vectors. Linear independence
LectureMath_00000_001_006,16,4440,4474,148148.15,149315.98,148.148,149.316,1.168,write,3,0.989,0,basically came out
LectureMath_00000_001_006,17,4475,4491,149315.98,149883.22,149.316,149.883,0.567,explain,2,0.98,0,of a
LectureMath_00000_001_006,18,4492,4650,149883.22,155188.52,149.883,155.189,5.305,out,8,0.994,0,geometrical idea of how to interpret parallel vectors.
LectureMath_00000_001_006,19,4651,4904,155188.52,163663.66,155.189,163.664,8.475,write,5,0.991,0,"So, for example, if I"
LectureMath_00000_001_006,20,4905,4922,163663.66,164264.26,163.664,164.264,0.601,explain,1,0.042,0,look
LectureMath_00000_001_006,21,4923,5070,164264.26,169202.54,164.264,169.203,4.938,out,17,0.808,0,so often we can say these are non -parallel vectors and the ones I have non -parallel
LectureMath_00000_001_006,22,5071,5099,169202.54,170170.17,169.203,170.170,0.968,explain,3,0.978,0,"vectors, it will"
LectureMath_00000_001_006,23,5100,5174,170170.17,172672.67,170.170,172.673,2.503,write,5,0.997,0,be easy for me to
LectureMath_00000_001_006,24,5175,5188,172672.67,173139.81,172.673,173.140,0.467,explain,0,,1,[silence]
LectureMath_00000_001_006,25,5189,5298,173139.81,176810.14,173.140,176.810,3.670,out,6,0.908,0,reach any point p using just
LectureMath_00000_001_006,26,5299,5384,176810.14,179679.68,176.810,179.680,2.870,explain,10,0.975,0,these two vectors. I can perhaps go in this direction
LectureMath_00000_001_006,27,5385,5494,179679.68,183350.02,179.680,183.350,3.670,write,10,0.946,0,"further up to here, then try to go in this"
LectureMath_00000_001_006,28,5495,5520,183350.02,184217.55,183.350,184.218,0.868,explain,1,0.999,0,direction
LectureMath_00000_001_006,29,5521,5587,184217.55,186453.12,184.218,186.453,2.236,out,4,0.981,0,"to reach p. However,"
LectureMath_00000_001_006,30,5588,5605,186453.12,187053.72,186.453,187.054,0.601,explain,1,0.997,0,if
LectureMath_00000_001_006,31,5606,5673,187053.72,189322.66,187.054,189.323,2.269,write,6,0.924,0,I was given a v1 vector
LectureMath_00000_001_006,32,5674,5719,189322.66,190857.52,189.323,190.858,1.535,explain,3,0.968,0,like this and
LectureMath_00000_001_006,33,5720,5771,190857.52,192592.59,190.858,192.593,1.735,out,2,0.995,0,another vector
LectureMath_00000_001_006,34,5772,5866,192592.59,195762.43,192.593,195.762,3.170,change,0,,1,[silence]
LectureMath_00000_001_006,35,5867,5893,195762.43,196663.33,195.762,196.663,0.901,out,2,0.654,0,say v2
LectureMath_00000_001_006,36,5894,5961,196663.33,198932.27,196.663,198.932,2.269,explain,3,0.984,0,vector like this
LectureMath_00000_001_006,37,5962,6049,198932.27,201868.54,198.932,201.869,2.936,write,1,0.428,0,which
LectureMath_00000_001_006,38,6050,6063,201868.54,202335.67,201.869,202.336,0.467,explain,0,,1,[silence]
LectureMath_00000_001_006,39,6064,6156,202335.67,205438.77,202.336,205.439,3.103,out,9,0.949,0,"is what we call as the parallel vectors, then"
LectureMath_00000_001_006,40,6157,6269,205438.77,209209.21,205.439,209.209,3.770,explain,6,0.995,0,for us to reach a point
LectureMath_00000_001_006,41,6270,6329,209209.21,211211.21,209.209,211.211,2.002,write,1,0.5,0,q
LectureMath_00000_001_006,42,6330,6358,211211.21,212178.85,211.211,212.179,0.968,explain,1,0.873,0,which
LectureMath_00000_001_006,43,6359,6446,212178.85,215115.12,212.179,215.115,2.936,out,3,0.778,0,is like starting
LectureMath_00000_001_006,44,6447,6474,215115.12,216049.38,215.115,216.049,0.934,explain,4,0.969,0,from let us say
LectureMath_00000_001_006,45,6475,6546,216049.38,218451.79,216.049,218.452,2.402,write,3,0.908,0,"this point s,"
LectureMath_00000_001_006,46,6547,6558,218451.79,218852.19,218.452,218.852,0.400,explain,0,,1,[silence]
LectureMath_00000_001_006,47,6559,6654,218852.19,222055.39,218.852,222.055,3.203,out,12,0.953,0,it will not be possible for us because our movements are only
LectureMath_00000_001_006,48,6655,6682,222055.39,222989.66,222.055,222.990,0.934,explain,3,0.987,0,restricted in one
LectureMath_00000_001_006,49,6683,6767,222989.66,225825.83,222.990,225.826,2.836,out,3,0.997,0,"direction. So, this"
LectureMath_00000_001_006,50,6768,6795,225825.83,226760.09,225.826,226.760,0.934,explain,5,0.995,0,is what we call as
LectureMath_00000_001_006,51,6796,7113,226760.09,237370.70,226.760,237.371,10.611,write,16,0.883,0,"the concept of parallel vectors, we called as the concept of non -parallel vectors. So, understanding"
LectureMath_00000_001_006,52,7114,7135,237370.70,238104.77,237.371,238.105,0.734,explain,1,0.983,0,parallelism
LectureMath_00000_001_006,53,7136,7302,238104.77,243677.01,238.105,243.677,5.572,out,18,0.962,0,"is fine from a geometrical point of view, but what if we want to generalize this to higher"
LectureMath_00000_001_006,54,7303,7330,243677.01,244611.28,243.677,244.611,0.934,explain,1,0.994,0,dimensions
LectureMath_00000_001_006,55,7331,7584,244611.28,253086.42,244.611,253.086,8.475,out,19,0.968,0,"and try to make sense of the idea of a parallel system using algebra. So, that is always our"
LectureMath_00000_001_006,56,7585,7630,253086.42,254621.29,253.086,254.621,1.535,explain,3,0.979,0,focus. What is
LectureMath_00000_001_006,57,7631,7681,254621.29,256322.99,254.621,256.323,1.702,write,1,0.925,0,we
LectureMath_00000_001_006,58,7682,7701,256322.99,256990.32,256.323,256.990,0.667,explain,3,0.999,0,need to show
LectureMath_00000_001_006,59,7702,7861,256990.32,262329.00,256.990,262.329,5.339,out,6,0.973,0,to understand the concept of parallel
LectureMath_00000_001_006,60,7862,7919,262329.00,264264.26,262.329,264.264,1.935,explain,3,0.976,0,to algebraic systems.
LectureMath_00000_001_006,61,7920,7928,264264.26,264564.56,264.264,264.565,0.300,out,0,,1,[silence]
LectureMath_00000_001_006,62,7929,7974,264564.56,266099.43,264.565,266.099,1.535,explain,6,0.701,0,"So, here is first attempt when"
LectureMath_00000_001_006,63,7975,8015,266099.43,267467.47,266.099,267.467,1.368,out,5,0.854,0,we say two vectors are
LectureMath_00000_001_006,64,8016,8135,267467.47,271471.47,267.467,271.471,4.004,explain,10,0.902,0,parallel in two dimensions or for that matter any dimension.
LectureMath_00000_001_006,65,8136,8901,271471.47,297030.36,271.471,297.030,25.559,write,22,0.904,0,"So, if I say v1 is parallel to v2, algebraically we mean the following thing that v1 is some constant times theta."
LectureMath_00000_001_006,66,8902,8985,297030.36,299833.17,297.030,299.833,2.803,explain,4,0.704,0,"So, when we say"
LectureMath_00000_001_006,67,8986,9243,299833.17,308441.78,299.833,308.442,8.609,write,3,0.735,0,"c is some,"
LectureMath_00000_001_006,68,9244,9300,308441.78,310343.68,308.442,310.344,1.902,explain,0,,1,[silence]
LectureMath_00000_001_006,69,9301,9387,310343.68,313246.58,310.344,313.247,2.903,out,5,0.993,0,this is what we mean
LectureMath_00000_001_006,70,9388,9465,313246.58,315849.18,313.247,315.849,2.603,explain,3,0.709,0,algebraically how do
LectureMath_00000_001_006,71,9466,9578,315849.18,319619.62,315.849,319.620,3.770,change,9,0.825,0,"parallel vectors would be related to each other. Okay,"
LectureMath_00000_001_006,72,9579,9620,319619.62,321021.02,319.620,321.021,1.401,out,1,0.959,0,let
LectureMath_00000_001_006,73,9621,9743,321021.02,325125.13,321.021,325.125,4.104,explain,8,0.949,0,us push this a little bit more from
LectureMath_00000_001_006,74,9744,10076,325125.13,336236.24,325.125,336.236,11.111,write,20,0.96,0,"v1 equal to c times v2, we can also write this guy as v1 plus minus c times v2 as"
LectureMath_00000_001_006,75,10077,10125,336236.24,337871.20,336.236,337.871,1.635,explain,3,0.689,0,a zero vector.
LectureMath_00000_001_006,76,10126,10185,337871.20,339873.21,337.871,339.873,2.002,out,9,0.966,0,"So, in some sense what we are saying is"
LectureMath_00000_001_006,77,10186,10241,339873.21,341741.74,339.873,341.742,1.869,explain,4,0.872,0,two vectors are parallel
LectureMath_00000_001_006,78,10242,10864,341741.74,362529.20,341.742,362.529,20.787,write,11,0.752,0,if a linear combination and v2 can produce a zero vector.
LectureMath_00000_001_006,79,10865,10903,362529.20,363830.50,362.529,363.830,1.301,explain,0,,1,[silence]
LectureMath_00000_001_006,80,10904,11063,363830.50,369169.17,363.830,369.169,5.339,out,10,0.774,0,"So, out here c is some scalar the coefficient of"
LectureMath_00000_001_006,81,11064,11103,369169.17,370503.84,369.169,370.504,1.335,explain,3,0.883,0,v1 is 1.
LectureMath_00000_001_006,82,11104,11149,370503.84,372038.71,370.504,372.039,1.535,write,5,0.987,0,"So, we are saying there"
LectureMath_00000_001_006,83,11150,11202,372038.71,373807.14,372.039,373.807,1.768,explain,2,0.974,0,is a
LectureMath_00000_001_006,84,11203,11371,373807.14,379446.11,373.807,379.446,5.639,out,11,0.922,0,non trivial linear combination of v1 v2 which can produce 0.
LectureMath_00000_001_006,85,11372,11426,379446.11,381281.28,379.446,381.281,1.835,explain,6,0.96,0,"Now, parallel means it is lying"
LectureMath_00000_001_006,86,11427,11466,381281.28,382615.95,381.281,382.616,1.335,out,4,0.996,0,along the same line.
LectureMath_00000_001_006,87,11467,11506,382615.95,383950.62,382.616,383.951,1.335,explain,4,0.917,0,"So, we go in"
LectureMath_00000_001_006,88,11507,11630,383950.62,388088.09,383.951,388.088,4.137,write,7,0.753,0,a higher dimension r3 when do we
LectureMath_00000_001_006,89,11631,11670,388088.09,389422.76,388.088,389.423,1.335,explain,3,0.97,0,say that vectors
LectureMath_00000_001_006,90,11671,11735,389422.76,391591.59,389.423,391.592,2.169,out,6,0.984,0,are lying in the same plane.
LectureMath_00000_001_006,91,11736,11790,391591.59,393426.76,391.592,393.427,1.835,explain,6,0.943,0,"So, if I give you two"
LectureMath_00000_001_006,92,11791,12754,393426.76,425592.26,393.427,425.592,32.165,write,12,0.905,0,vectors v1 and v2. how to say algebraically in the same plane.
LectureMath_00000_001_006,93,12755,12800,425592.26,427127.13,425.592,427.127,1.535,explain,0,,1,[silence]
LectureMath_00000_001_006,94,12801,12940,427127.13,431798.47,427.127,431.798,4.671,out,10,0.902,0,"Now, if we think about this question little bit it"
LectureMath_00000_001_006,95,12941,13004,431798.47,433933.93,431.798,433.934,2.135,explain,3,0.997,0,will help us
LectureMath_00000_001_006,96,13005,13069,433933.93,436102.77,433.934,436.103,2.169,pick_eraser,2,0.99,0,understand something.
LectureMath_00000_001_006,97,13070,13415,436102.77,447647.65,436.103,447.648,11.545,erase,8,0.908,0,"So, let see what exactly are we after"
LectureMath_00000_001_006,98,13416,13496,447647.65,450350.35,447.648,450.350,2.703,drop_eraser,0,,1,[silence]
LectureMath_00000_001_006,99,13497,13560,450350.35,452485.82,450.350,452.486,2.135,out,3,0.585,0,where I say
LectureMath_00000_001_006,100,13561,13976,452485.82,466366.37,452.486,466.366,13.881,explain,54,0.876,0,"two vectors are given when will they lie in the same plane algebraically. Well, think of it this way if I give you two vectors in a plane two vectors in r3 they will always lie in a plane they might lie on the same line or they may they will just make a"
LectureMath_00000_001_006,101,13977,14185,466366.37,473340.01,466.366,473.340,6.974,write,17,0.952,0,"plane. So, if I give you two vectors then they will always form a plane. So, in"
LectureMath_00000_001_006,102,14186,14230,473340.01,474841.51,473.340,474.842,1.502,explain,7,0.99,0,some sense this question is kind of
LectureMath_00000_001_006,103,14231,14459,474841.51,482482.48,474.842,482.482,7.641,out,27,0.918,0,"redundant if I give you two vectors what is the condition on so that they both lie on the same plane. However, if I give you a"
LectureMath_00000_001_006,104,14460,14588,482482.48,486786.79,482.482,486.787,4.304,explain,11,0.889,0,third vector in r3 let me add one more to the
LectureMath_00000_001_006,105,14589,14782,486786.79,493259.93,486.787,493.260,6.473,write,8,0.774,0,say v1 v2 v3 then it is not
LectureMath_00000_001_006,106,14783,14854,493259.93,495662.33,493.260,495.662,2.402,explain,6,0.908,0,obvious at all that three vectors
LectureMath_00000_001_006,107,14855,15038,495662.33,501801.80,495.662,501.802,6.139,out,25,0.972,0,"have to lie in the same plane. In fact, they may not even lie in the same plane just think of the three dimensions x"
LectureMath_00000_001_006,108,15039,15257,501801.80,509109.11,501.802,509.109,7.307,explain,20,0.931,0,"y and z axis. So, they lie in the same plane must be something special. let us ask ourselves this"
LectureMath_00000_001_006,109,15258,15819,509109.11,527861.19,509.109,527.861,18.752,write,11,0.95,0,question when will v1 v2 v3 lie in the same plane.
LectureMath_00000_001_006,110,15820,15904,527861.19,530697.36,527.861,530.697,2.836,explain,0,,1,[silence]
LectureMath_00000_001_006,111,15905,15942,530697.36,531965.30,530.697,531.965,1.268,out,4,0.994,0,"So, let us look"
LectureMath_00000_001_006,112,15943,16041,531965.30,535268.60,531.965,535.269,3.303,explain,8,0.846,0,at a sample vector and see what happens.
LectureMath_00000_001_006,113,16042,16279,535268.60,543209.88,535.269,543.210,7.941,write,22,0.882,0,If I am given a vector v1 if I am given a vector v2 you know these guys will always form plane
LectureMath_00000_001_006,114,16280,16407,543209.88,547480.81,543.210,547.481,4.271,explain,9,0.975,0,and I want my third vector to lie in
LectureMath_00000_001_006,115,16408,16516,547480.81,551117.78,547.481,551.118,3.637,write,2,0.74,0,this plane.
LectureMath_00000_001_006,116,16517,16599,551117.78,553887.22,551.118,553.887,2.769,explain,3,0.991,0,"So, what exactly"
LectureMath_00000_001_006,117,16600,16639,553887.22,555221.89,553.887,555.222,1.335,out,2,0.986,0,should happen?
LectureMath_00000_001_006,118,16640,16831,555221.89,561628.29,555.222,561.628,6.406,explain,15,0.904,0,Imagine if I am given v1 and v2 I can move in both directions v1
LectureMath_00000_001_006,119,16832,16850,561628.29,562262.26,561.628,562.262,0.634,out,2,0.774,0,v2 that
LectureMath_00000_001_006,120,16851,17012,562262.26,567667.67,562.262,567.668,5.405,explain,12,0.748,0,means every point in my plane is accessible. that means I can
LectureMath_00000_001_006,121,17013,17402,567667.67,580680.68,567.668,580.681,13.013,write,19,0.886,0,take v1 scale it appropriately then I can take v2 scale that appropriately and we should be able to
LectureMath_00000_001_006,122,17403,17476,580680.68,583149.82,580.681,583.150,2.469,explain,2,0.98,0,get v3.
LectureMath_00000_001_006,123,17477,17539,583149.82,585251.92,583.150,585.252,2.102,out,8,0.941,0,this is what we mean by the algebraic
LectureMath_00000_001_006,124,17540,17663,585251.92,589389.39,585.252,589.389,4.137,explain,11,0.912,0,interpretation of having v1 v2 v3 lie in the same plane.
LectureMath_00000_001_006,125,17664,18002,589389.39,600700.70,589.389,600.701,11.311,write,20,0.967,0,"So, just like before let us try to rewrite this in a different manner and see what happens. So, again"
LectureMath_00000_001_006,126,18003,18077,600700.70,603203.20,600.701,603.203,2.503,explain,6,0.971,0,we have been able to capture
LectureMath_00000_001_006,127,18078,18145,603203.20,605472.14,603.203,605.472,2.269,out,4,0.982,0,the essence of coplanarity.
LectureMath_00000_001_006,128,18146,18234,605472.14,608441.78,605.472,608.442,2.970,explain,5,0.946,0,"So, let me write that"
LectureMath_00000_001_006,129,18235,18402,608441.78,614047.38,608.442,614.047,5.606,out_writing,0,,1,[silence]
LectureMath_00000_001_006,130,18403,18552,614047.38,619052.39,614.047,619.052,5.005,explain,11,0.944,0,coplanarity we have been able to achieve by again having the
LectureMath_00000_001_006,131,18553,18594,619052.39,620453.79,619.052,620.454,1.401,write,2,0.998,0,same concept
LectureMath_00000_001_006,132,18595,18826,620453.79,628194.86,620.454,628.195,7.741,explain,9,0.883,0,of bunch of vectors combining linearly to produce zero
LectureMath_00000_001_006,133,18827,19156,628194.86,639205.87,628.195,639.206,11.011,out_writing,1,0.492,0,vectors.
LectureMath_00000_001_006,134,19157,19282,639205.87,643410.08,639.206,643.410,4.204,out,0,,1,[silence]
LectureMath_00000_001_006,135,19283,19344,643410.08,645478.81,643.410,645.479,2.069,explain,0,,1,[silence]
LectureMath_00000_001_006,136,19345,19365,645478.81,646179.51,645.479,646.180,0.701,pick_eraser,0,,1,[silence]
LectureMath_00000_001_006,137,19366,19837,646179.51,661928.60,646.180,661.929,15.749,erase,0,,1,[silence]
LectureMath_00000_001_006,138,19838,19916,661928.60,664564.56,661.929,664.565,2.636,drop_eraser,0,,1,[silence]
LectureMath_00000_001_006,139,19917,19985,664564.56,666866.87,664.565,666.867,2.302,explain,3,0.69,0,"So, we really"
LectureMath_00000_001_006,140,19986,20973,666866.87,699833.17,666.867,699.833,32.966,write,22,0.892,0,"want to capture the idea of coplanarity and we are saying coplanarity is the same as having linear combination of vectors Now,"
LectureMath_00000_001_006,141,20974,20989,699833.17,700367.03,699.833,700.367,0.534,explain,0,,1,[silence]
LectureMath_00000_001_006,142,20990,21247,700367.03,708975.64,700.367,708.976,8.609,out,21,0.871,0,we have seen two instances in R2 and R3 where we have been able to interpret the idea of this lying
LectureMath_00000_001_006,143,21248,21279,708975.64,710043.38,708.976,710.043,1.068,explain,5,0.883,0,on the same line or
LectureMath_00000_001_006,144,21280,21474,710043.38,716549.88,710.043,716.550,6.507,out,21,0.93,0,"the same plane. So, we want to generalize this concept and that is what we are going to call as our"
LectureMath_00000_001_006,145,21475,21488,716549.88,717017.02,716.550,717.017,0.467,explain,1,0.985,0,linear
LectureMath_00000_001_006,146,21489,21537,717017.02,718651.99,717.017,718.652,1.635,pick_eraser,2,0.638,0,"independence. So,"
LectureMath_00000_001_006,147,21538,22212,718651.99,741174.51,718.652,741.175,22.523,erase,10,0.967,0,let us capture our definition from things we have seen.
LectureMath_00000_001_006,148,22213,22254,741174.51,742575.91,741.175,742.576,1.401,explain,0,,1,[silence]
LectureMath_00000_001_006,149,22255,22376,742575.91,746646.65,742.576,746.647,4.071,out_erasing,0,,1,[silence]
LectureMath_00000_001_006,150,22377,22490,746646.65,750450.45,746.647,750.450,3.804,explain,0,,1,[silence]
LectureMath_00000_001_006,151,22491,22579,750450.45,753420.09,750.450,753.420,2.970,erase,0,,1,[silence]
LectureMath_00000_001_006,152,22580,22634,753420.09,755255.26,753.420,755.255,1.835,drop_eraser,0,,1,[silence]
LectureMath_00000_001_006,153,22635,22958,755255.26,766066.07,755.255,766.066,10.811,out,6,0.932,0,"So, here is our first definition."
LectureMath_00000_001_006,154,22959,22976,766066.07,766666.67,766.066,766.667,0.601,pick_eraser,0,,1,[silence]
LectureMath_00000_001_006,155,22977,23614,766666.67,787954.62,766.667,787.955,21.288,erase,0,,1,[silence]
LectureMath_00000_001_006,156,23615,23681,787954.62,790190.19,787.955,790.190,2.236,drop_eraser,0,,1,[silence]
LectureMath_00000_001_006,157,23682,23809,790190.19,794461.13,790.190,794.461,4.271,out,0,,1,[silence]
LectureMath_00000_001_006,158,23810,23839,794461.13,795462.13,794.461,795.462,1.001,explain,5,0.908,0,"So, suppose we are given"
LectureMath_00000_001_006,159,23840,25707,795462.13,857791.12,795.462,857.791,62.329,write,16,0.847,0,a set of vectors S v1 v2 we will say S is a linearly independent set.
LectureMath_00000_001_006,160,25708,25731,857791.12,858591.93,857.791,858.592,0.801,explain,0,,1,[silence]
LectureMath_00000_001_006,161,25732,25968,858591.93,866499.83,858.592,866.500,7.908,out,19,0.906,0,"So, we are saying that a set would be a linearly dependent set if a non -trivial linear combination"
LectureMath_00000_001_006,162,25969,26095,866499.83,870737.40,866.500,870.737,4.238,change,12,0.861,0,of the vectors in that set can produce me the zero vector.
LectureMath_00000_001_006,163,26096,26128,870737.40,871838.51,870.737,871.839,1.101,out,5,0.844,0,"So, there are couple of"
LectureMath_00000_001_006,164,26129,26169,871838.51,873206.54,871.839,873.207,1.368,explain,5,0.947,0,things we would like to
LectureMath_00000_001_006,165,26170,26227,873206.54,875141.81,873.207,875.142,1.935,write,4,0.779,0,emphasize one is the
LectureMath_00000_001_006,166,26228,26248,875141.81,875842.51,875.142,875.843,0.701,explain,3,0.911,0,non -trivial part
LectureMath_00000_001_006,167,26249,26346,875842.51,879112.45,875.843,879.112,3.270,out,8,0.886,0,what exactly do we mean by the non
LectureMath_00000_001_006,168,26347,26391,879112.45,880613.95,879.112,880.614,1.502,explain,3,0.978,0,-trivial linear combination.
LectureMath_00000_001_006,169,26392,26863,880613.95,896363.03,880.614,896.363,15.749,write,35,0.895,0,"So, first of all let us see what do we mean by linear combination. Well, recall the span there we have talked about linear combination. So, we are saying can I produce a zero vector"
LectureMath_00000_001_006,170,26864,26930,896363.03,898598.60,896.363,898.599,2.236,explain,4,0.984,0,by combining my vectors
LectureMath_00000_001_006,171,26931,27121,898598.60,904971.64,898.599,904.972,6.373,out,8,0.959,0,"and scaling them appropriately. Now, here is a"
LectureMath_00000_001_006,172,27122,27182,904971.64,907007.01,904.972,907.007,2.035,explain,4,0.95,0,very obvious solution which
LectureMath_00000_001_006,173,27183,27536,907007.01,918818.82,907.007,918.819,11.812,write,26,0.919,0,"I would like to call as a trivial solution. So, it is a trivial solution to my problem just take C1 all the way up to."
LectureMath_00000_001_006,174,27537,27589,918818.82,920587.25,918.819,920.587,1.768,explain,4,0.756,0,"So, of course, any"
LectureMath_00000_001_006,175,27590,27817,920587.25,928194.86,920.587,928.195,7.608,out,34,0.908,0,time you want to linearly combine bunch of things you just do not take any of that and you are still going to produce a zero vector that is what we mean by non
LectureMath_00000_001_006,176,27818,27839,928194.86,928928.93,928.195,928.929,0.734,explain,2,0.926,0,-trivial linear
LectureMath_00000_001_006,177,27840,27862,928928.93,929696.36,928.929,929.696,0.767,out,2,0.699,0,"combination. So,"
LectureMath_00000_001_006,178,27863,27911,929696.36,931331.33,929.696,931.331,1.635,explain,7,0.989,0,when I say non -trivial linear combination
LectureMath_00000_001_006,179,27912,28579,931331.33,953620.29,931.331,953.620,22.289,write,1,0.417,0,one.
LectureMath_00000_001_006,180,28580,28620,953620.29,954988.32,953.620,954.988,1.368,explain,0,,1,[silence]
LectureMath_00000_001_006,181,28621,28801,954988.32,961027.69,954.988,961.028,6.039,out,0,,1,[silence]
LectureMath_00000_001_006,182,28802,28867,961027.69,963229.90,961.028,963.230,2.202,out,0,,1,[silence]
LectureMath_00000_001_006,183,28868,28942,963229.90,965732.40,963.230,965.732,2.503,change,0,,1,[silence]
LectureMath_00000_001_006,184,28943,29085,965732.40,970503.84,965.732,970.504,4.771,out,1,0.985,0,"So,"
LectureMath_00000_001_006,185,29086,29184,970503.84,973807.14,970.504,973.807,3.303,explain,16,0.876,0,at least one of the CIs is non -zero then we will say non -trivial solution
LectureMath_00000_001_006,186,29185,29448,973807.14,982615.95,973.807,982.616,8.809,out,14,0.835,0,and in which case the way I have written the definition is wrong I
LectureMath_00000_001_006,187,29449,29512,982615.95,984751.42,982.616,984.751,2.135,pick_eraser,5,0.903,0,wanted to say S is
LectureMath_00000_001_006,188,29513,29547,984751.42,985919.25,984.751,985.919,1.168,erase,2,0.99,0,linearly dependent.
LectureMath_00000_001_006,189,29548,29587,985919.25,987253.92,985.919,987.254,1.335,drop_eraser,1,0.26,0,"So,"
LectureMath_00000_001_006,190,29588,29630,987253.92,988688.69,987.254,988.689,1.435,out,0,,1,[silence]
LectureMath_00000_001_006,191,29631,29657,988688.69,989589.59,988.689,989.590,0.901,explain,0,,1,[silence]
LectureMath_00000_001_006,192,29658,29733,989589.59,992125.46,989.590,992.125,2.536,write,0,,1,[silence]
LectureMath_00000_001_006,193,29734,29748,992125.46,992625.96,992.125,992.626,0.501,explain,0,,1,[silence]
LectureMath_00000_001_006,194,29749,30094,992625.96,1004170.84,992.626,1004.171,11.545,out,0,,1,[silence]
LectureMath_00000_001_006,195,30095,30116,1004170.84,1004904.90,1004.171,1004.905,0.734,pick_eraser,0,,1,[silence]
LectureMath_00000_001_006,196,30117,30197,1004904.90,1007607.61,1004.905,1007.608,2.703,erase,0,,1,[silence]
LectureMath_00000_001_006,197,30198,30223,1007607.61,1008475.14,1007.608,1008.475,0.868,drop_eraser,0,,1,[silence]
LectureMath_00000_001_006,198,30224,30319,1008475.14,1011678.35,1008.475,1011.678,3.203,out,0,,1,[silence]
LectureMath_00000_001_006,199,30320,30344,1011678.35,1012512.51,1011.678,1012.513,0.834,explain,2,0.589,0,S is
LectureMath_00000_001_006,200,30345,30602,1012512.51,1021121.12,1012.513,1021.121,8.609,write,2,0.976,0,linearly dependent.
LectureMath_00000_001_006,201,30603,30622,1021121.12,1021788.46,1021.121,1021.788,0.667,explain,0,,1,[silence]
LectureMath_00000_001_006,202,30623,30738,1021788.46,1025658.99,1021.788,1025.659,3.871,out,3,0.98,0,"So, let me"
LectureMath_00000_001_006,203,30739,30752,1025658.99,1026126.13,1025.659,1026.126,0.467,explain,1,0.99,0,add
LectureMath_00000_001_006,204,30753,31235,1026126.13,1042242.24,1026.126,1042.242,16.116,write,15,0.836,0,to this otherwise we will say S is linearly independent that means the only combination
LectureMath_00000_001_006,205,31236,31258,1042242.24,1043009.68,1042.242,1043.010,0.767,explain,1,0.938,0,which
LectureMath_00000_001_006,206,31259,31429,1043009.68,1048715.38,1043.010,1048.715,5.706,out,11,0.876,0,can produce me the zero vector it happens to be the
LectureMath_00000_001_006,207,31430,31446,1048715.38,1049282.62,1048.715,1049.283,0.567,explain,2,0.993,0,trivial combination
LectureMath_00000_001_006,208,31447,31576,1049282.62,1053620.29,1049.283,1053.620,4.338,out,10,0.79,0,"then we will say that set is clearly independent. So,"
LectureMath_00000_001_006,209,31577,31577,1053620.29,1053653.65,1053.620,1053.654,0.033,explain,0,,1,[silence]
